SubID,Trial,Task,Difficulty,StimColor,RT,Accuracy,Year,StimLoc
eef550de92,33,ChoiceTask,Easy,Red,641,Correct,2015,0
eef550de92,33,ChoiceTask,Easy,Red,603,Correct,2015,0
eef550de92,33,ChoiceTask,Easy,Red,641,Correct,2015,0
eef550de92,34,ChoiceTask,Easy,Green,623,Correct,2015,0
eef550de92,34,ChoiceTask,Easy,Yellow,624,Correct,2015,0
eef550de92,34,ChoiceTask,Easy,Blue,847,Correct,2015,0
eef550de92,34,ChoiceTask,Easy,Red,435,Correct,2015,0
eef550de92,34,ChoiceTask,Easy,Green,623,Correct,2015,0
eef550de92,34,ChoiceTask,Easy,Yellow,624,Correct,2015,0
eef550de92,35,ChoiceTask,Easy,Yellow,398,Correct,2015,0
eef550de92,35,ChoiceTask,Easy,Red,517,Correct,2015,0
eef550de92,35,ChoiceTask,Easy,Blue,572,Correct,2015,0
eef550de92,35,ChoiceTask,Easy,Yellow,398,Correct,2015,0
eef550de92,36,ChoiceTask,Easy,Green,525,Correct,2015,0
eef550de92,36,ChoiceTask,Easy,Yellow,421,Correct,2015,0
eef550de92,36,ChoiceTask,Easy,Red,383,Correct,2015,0
eef550de92,36,ChoiceTask,Easy,Blue,438,Correct,2015,0
eef550de92,36,ChoiceTask,Easy,Green,525,Correct,2015,0
eef550de92,36,ChoiceTask,Easy,Yellow,421,Correct,2015,0
eef550de92,37,ChoiceTask,Easy,Blue,795,Correct,2015,0
eef550de92,37,ChoiceTask,Easy,Green,700,Correct,2015,0
eef550de92,37,ChoiceTask,Easy,Blue,591,Correct,2015,0
eef550de92,37,ChoiceTask,Easy,Green,538,Correct,2015,0
eef550de92,37,ChoiceTask,Easy,Blue,795,Correct,2015,0
eef550de92,37,ChoiceTask,Easy,Green,700,Correct,2015,0
eef550de92,38,ChoiceTask,Easy,Yellow,551,Correct,2015,0
eef550de92,38,ChoiceTask,Easy,Red,592,Correct,2015,0
eef550de92,38,ChoiceTask,Easy,Red,568,Correct,2015,0
eef550de92,38,ChoiceTask,Easy,Yellow,680,Correct,2015,0
eef550de92,38,ChoiceTask,Easy,Yellow,551,Correct,2015,0
eef550de92,38,ChoiceTask,Easy,Red,592,Correct,2015,0
eef550de92,39,ChoiceTask,Easy,Yellow,373,Correct,2015,0
eef550de92,39,ChoiceTask,Easy,Green,748,Correct,2015,0
eef550de92,39,ChoiceTask,Easy,Yellow,685,Correct,2015,0
eef550de92,39,ChoiceTask,Easy,Yellow,898,Correct,2015,0
eef550de92,39,ChoiceTask,Easy,Yellow,373,Correct,2015,0
eef550de92,39,ChoiceTask,Easy,Green,748,Correct,2015,0
eef550de92,40,ChoiceTask,Easy,Green,899,Correct,2015,0
eef550de92,40,ChoiceTask,Easy,Red,518,Correct,2015,0
eef550de92,40,ChoiceTask,Easy,Yellow,778,Correct,2015,0
eef550de92,40,ChoiceTask,Easy,Yellow,435,Correct,2015,0
eef550de92,40,ChoiceTask,Easy,Green,899,Correct,2015,0
eef550de92,40,ChoiceTask,Easy,Red,518,Correct,2015,0
eef550de92,41,ChoiceTask,Easy,Red,502,Correct,2015,0
eef550de92,41,ChoiceTask,Easy,Red,560,Correct,2015,0
eef550de92,41,ChoiceTask,Easy,Yellow,528,Correct,2015,0
eef550de92,41,ChoiceTask,Easy,Green,679,Correct,2015,0
eef550de92,41,ChoiceTask,Easy,Red,502,Correct,2015,0
eef550de92,41,ChoiceTask,Easy,Red,560,Correct,2015,0
eef550de92,42,ChoiceTask,Easy,Blue,697,Correct,2015,0
eef550de92,42,ChoiceTask,Easy,Green,551,Correct,2015,0
eef550de92,42,ChoiceTask,Easy,Green,672,Correct,2015,0
eef550de92,42,ChoiceTask,Easy,Yellow,568,Correct,2015,0
eef550de92,42,ChoiceTask,Easy,Blue,697,Correct,2015,0
eef550de92,42,ChoiceTask,Easy,Green,551,Correct,2015,0
eef550de92,43,ChoiceTask,Easy,Blue,563,Correct,2015,0
eef550de92,43,ChoiceTask,Easy,Red,487,Correct,2015,0
eef550de92,43,ChoiceTask,Easy,Red,552,Correct,2015,0
eef550de92,43,ChoiceTask,Easy,Blue,563,Correct,2015,0
eef550de92,44,ChoiceTask,Easy,Blue,723,Correct,2015,0
eef550de92,44,ChoiceTask,Easy,Blue,475,Correct,2015,0
eef550de92,44,ChoiceTask,Easy,Blue,540,Correct,2015,0
eef550de92,44,ChoiceTask,Easy,Red,434,Correct,2015,0
eef550de92,44,ChoiceTask,Easy,Blue,723,Correct,2015,0
eef550de92,44,ChoiceTask,Easy,Blue,475,Correct,2015,0
eef550de92,45,ChoiceTask,Easy,Red,598,Correct,2015,0
eef550de92,45,ChoiceTask,Easy,Yellow,614,Correct,2015,0
eef550de92,45,ChoiceTask,Easy,Red,577,Correct,2015,0
eef550de92,45,ChoiceTask,Easy,Yellow,627,Correct,2015,0
eef550de92,45,ChoiceTask,Easy,Red,598,Correct,2015,0
eef550de92,45,ChoiceTask,Easy,Yellow,614,Correct,2015,0
eef550de92,46,ChoiceTask,Easy,Yellow,773,Correct,2015,0
eef550de92,46,ChoiceTask,Easy,Yellow,467,Correct,2015,0
eef550de92,46,ChoiceTask,Easy,Blue,648,Correct,2015,0
eef550de92,46,ChoiceTask,Easy,Yellow,773,Correct,2015,0
eef550de92,46,ChoiceTask,Easy,Yellow,467,Correct,2015,0
eef550de92,47,ChoiceTask,Easy,Yellow,410,Correct,2015,0
eef550de92,47,ChoiceTask,Easy,Red,501,Correct,2015,0
eef550de92,47,ChoiceTask,Easy,Red,501,Correct,2015,0
eef550de92,47,ChoiceTask,Easy,Yellow,410,Correct,2015,0
eef550de92,48,ChoiceTask,Easy,Yellow,670,Correct,2015,0
eef550de92,48,ChoiceTask,Easy,Green,589,Correct,2015,0
eef550de92,48,ChoiceTask,Easy,Green,639,Correct,2015,0
eef550de92,48,ChoiceTask,Easy,Yellow,670,Correct,2015,0
eef550de92,49,ChoiceTask,Easy,Green,573,Correct,2015,0
eef550de92,49,ChoiceTask,Easy,Red,395,Correct,2015,0
eef550de92,49,ChoiceTask,Easy,Green,432,Correct,2015,0
eef550de92,49,ChoiceTask,Easy,Green,573,Correct,2015,0
eef550de92,49,ChoiceTask,Easy,Red,395,Correct,2015,0
eef550de92,50,ChoiceTask,Easy,Yellow,502,Correct,2015,0
eef550de92,50,ChoiceTask,Easy,Green,525,Correct,2015,0
eef550de92,50,ChoiceTask,Easy,Red,585,Correct,2015,0
eef550de92,50,ChoiceTask,Easy,Blue,489,Correct,2015,0
eef550de92,50,ChoiceTask,Easy,Yellow,502,Correct,2015,0
eef550de92,50,ChoiceTask,Easy,Green,525,Correct,2015,0
eef550de92,51,ChoiceTask,Easy,Yellow,532,Correct,2015,0
eef550de92,51,ChoiceTask,Easy,Yellow,786,Correct,2015,0
eef550de92,51,ChoiceTask,Easy,Blue,650,Correct,2015,0
eef550de92,51,ChoiceTask,Easy,Yellow,532,Correct,2015,0
eef550de92,52,ChoiceTask,Easy,Green,627,Correct,2015,0
eef550de92,52,ChoiceTask,Easy,Blue,753,Correct,2015,0
eef550de92,52,ChoiceTask,Easy,Green,811,Correct,2015,0
eef550de92,52,ChoiceTask,Easy,Green,853,Correct,2015,0
eef550de92,52,ChoiceTask,Easy,Green,627,Correct,2015,0
eef550de92,52,ChoiceTask,Easy,Blue,753,Correct,2015,0
eef550de92,53,ChoiceTask,Easy,Blue,413,Correct,2015,0
eef550de92,53,ChoiceTask,Easy,Green,837,Correct,2015,0
eef550de92,53,ChoiceTask,Easy,Red,479,Correct,2015,0
eef550de92,53,ChoiceTask,Easy,Yellow,624,Correct,2015,0
eef550de92,53,ChoiceTask,Easy,Blue,413,Correct,2015,0
eef550de92,53,ChoiceTask,Easy,Green,837,Correct,2015,0
eef550de92,54,ChoiceTask,Easy,Red,502,Correct,2015,0
eef550de92,54,ChoiceTask,Easy,Red,699,Correct,2015,0
eef550de92,54,ChoiceTask,Easy,Green,697,Correct,2015,0
eef550de92,54,ChoiceTask,Easy,Red,565,Correct,2015,0
eef550de92,54,ChoiceTask,Easy,Red,502,Correct,2015,0
eef550de92,54,ChoiceTask,Easy,Red,699,Correct,2015,0
eef550de92,55,ChoiceTask,Easy,Red,368,Correct,2015,0
eef550de92,55,ChoiceTask,Easy,Green,720,Correct,2015,0
eef550de92,55,ChoiceTask,Easy,Blue,446,Correct,2015,0
eef550de92,55,ChoiceTask,Easy,Green,519,Correct,2015,0
eef550de92,55,ChoiceTask,Easy,Red,368,Correct,2015,0
eef550de92,55,ChoiceTask,Easy,Green,720,Correct,2015,0
eef550de92,56,ChoiceTask,Easy,Blue,640,Correct,2015,0
eef550de92,56,ChoiceTask,Easy,Red,497,Correct,2015,0
eef550de92,56,ChoiceTask,Easy,Blue,434,Correct,2015,0
eef550de92,56,ChoiceTask,Easy,Blue,640,Correct,2015,0
eef550de92,56,ChoiceTask,Easy,Red,497,Correct,2015,0
eef550de92,57,ChoiceTask,Easy,Green,510,Correct,2015,0
eef550de92,57,ChoiceTask,Easy,Yellow,530,Correct,2015,0
eef550de92,57,ChoiceTask,Easy,Yellow,689,Correct,2015,0
eef550de92,57,ChoiceTask,Easy,Red,559,Correct,2015,0
eef550de92,57,ChoiceTask,Easy,Green,510,Correct,2015,0
eef550de92,57,ChoiceTask,Easy,Yellow,530,Correct,2015,0
eef550de92,58,ChoiceTask,Easy,Yellow,630,Correct,2015,0
eef550de92,58,ChoiceTask,Easy,Blue,652,Correct,2015,0
eef550de92,58,ChoiceTask,Easy,Green,581,Correct,2015,0
eef550de92,58,ChoiceTask,Easy,Blue,620,Correct,2015,0
eef550de92,58,ChoiceTask,Easy,Yellow,630,Correct,2015,0
eef550de92,58,ChoiceTask,Easy,Blue,652,Correct,2015,0
eef550de92,59,ChoiceTask,Easy,Red,574,Correct,2015,0
eef550de92,59,ChoiceTask,Easy,Blue,460,Correct,2015,0
eef550de92,59,ChoiceTask,Easy,Blue,649,Correct,2015,0
eef550de92,59,ChoiceTask,Easy,Blue,446,Correct,2015,0
eef550de92,59,ChoiceTask,Easy,Red,574,Correct,2015,0
eef550de92,59,ChoiceTask,Easy,Blue,460,Correct,2015,0
eef550de92,60,ChoiceTask,Easy,Blue,586,Correct,2015,0
eef550de92,60,ChoiceTask,Easy,Green,753,Correct,2015,0
eef550de92,60,ChoiceTask,Easy,Yellow,814,Correct,2015,0
eef550de92,60,ChoiceTask,Easy,Yellow,755,Correct,2015,0
eef550de92,60,ChoiceTask,Easy,Blue,586,Correct,2015,0
eef550de92,60,ChoiceTask,Easy,Green,753,Correct,2015,0
